image_path,steering,speed,source,sequence_key,chunk_id
data\training_data\11812.png,80.625,1.0,csv,csv_000011812,23
car\data\drive_frames\1773147866697_85_35.png,85.0,35.0,drive_frames,drive_1773147866697,31
data\training_data\2780.png,85.0,0.0,csv,csv_000002780,5
data\training_data\2449.png,54.375,1.0,csv,csv_000002449,4
data\training_data\7276.png,106.875,1.0,csv,csv_000007276,14
data\training_data\5040.png,67.5,1.0,csv,csv_000005040,10
data\training_data\2620.png,85.0,1.0,csv,csv_000002620,5
data\training_data\706.png,80.625,1.0,csv,csv_000000706,1
data\training_data\13147.png,98.125,1.0,csv,csv_000013147,26
data\training_data\4022.png,85.0,1.0,csv,csv_000004022,8
data\training_data\5631.png,85.0,0.0,csv,csv_000005631,11
data\training_data\9655.png,85.0,1.0,csv,csv_000009655,19
data\training_data\14217.png,98.125,1.0,csv,csv_000014217,28
data\training_data\14129.png,85.0,1.0,csv,csv_000014129,28
data\training_data\7490.png,63.125,1.0,csv,csv_000007490,14
data\training_data\8078.png,85.0,1.0,csv,csv_000008078,16
data\training_data\12922.png,50.0,0.0,csv,csv_000012922,25
data\training_data\10282.png,98.125,1.0,csv,csv_000010282,20
data\training_data\2403.png,85.0,0.0,csv,csv_000002403,4
data\training_data\1225.png,89.375,1.0,csv,csv_000001225,2
data\training_data\8881.png,102.5,0.0,csv,csv_000008881,17
data\training_data\6808.png,102.5,0.0,csv,csv_000006808,13
data\training_data\10432.png,102.5,0.0,csv,csv_000010432,20
data\training_data\5192.png,93.75,1.0,csv,csv_000005192,10
data\training_data\1009.png,85.0,0.0,csv,csv_000001009,2
data\training_data\13155.png,89.375,1.0,csv,csv_000013155,26
data\training_data\7130.png,89.375,1.0,csv,csv_000007130,14
data\training_data\9622.png,89.375,1.0,csv,csv_000009622,19
data\training_data\792.png,106.875,1.0,csv,csv_000000792,1
data\training_data\3730.png,85.0,1.0,csv,csv_000003730,7
data\training_data\1440.png,85.0,0.0,csv,csv_000001440,2
data\training_data\12811.png,67.5,1.0,csv,csv_000012811,25
data\training_data\1043.png,85.0,1.0,csv,csv_000001043,2
data\training_data\14287.png,89.375,1.0,csv,csv_000014287,28
data\training_data\2289.png,71.875,1.0,csv,csv_000002289,4
data\training_data\3604.png,98.125,1.0,csv,csv_000003604,7
data\training_data\13226.png,85.0,1.0,csv,csv_000013226,26
data\training_data\2817.png,106.875,1.0,csv,csv_000002817,5
data\training_data\785.png,58.75,1.0,csv,csv_000000785,1
data\training_data\5889.png,106.875,1.0,csv,csv_000005889,11
data\training_data\12949.png,98.125,0.0,csv,csv_000012949,25
data\training_data\651.png,102.5,1.0,csv,csv_000000651,1
data\training_data\8577.png,63.125,1.0,csv,csv_000008577,17
data\training_data\14369.png,58.75,1.0,csv,csv_000014369,28
data\training_data\13185.png,89.375,1.0,csv,csv_000013185,26
data\training_data\2648.png,63.125,1.0,csv,csv_000002648,5
data\training_data\11204.png,102.5,1.0,csv,csv_000011204,22
data\training_data\7443.png,58.75,0.0,csv,csv_000007443,14
data\training_data\12825.png,85.0,1.0,csv,csv_000012825,25
data\training_data\6826.png,89.375,0.0,csv,csv_000006826,13
data\training_data\5500.png,85.0,1.0,csv,csv_000005500,10
data\training_data\5057.png,63.125,1.0,csv,csv_000005057,10
data\training_data\1471.png,120.0,1.0,csv,csv_000001471,2
data\training_data\8895.png,85.0,0.0,csv,csv_000008895,17
data\training_data\11680.png,71.875,1.0,csv,csv_000011680,23
data\training_data\9530.png,106.875,0.0,csv,csv_000009530,19
car\data\drive_frames\1773065785476_95_35.png,95.0,35.0,drive_frames,drive_1773065785476,29
data\training_data\11135.png,106.875,1.0,csv,csv_000011135,22
data\training_data\4413.png,89.375,0.0,csv,csv_000004413,8
car\data\drive_frames\1773066122519_95_35.png,95.0,35.0,drive_frames,drive_1773066122519,29
data\training_data\2429.png,85.0,0.0,csv,csv_000002429,4
data\training_data\5178.png,89.375,1.0,csv,csv_000005178,10
data\training_data\1006.png,89.375,1.0,csv,csv_000001006,1
data\training_data\573.png,85.0,1.0,csv,csv_000000573,1
data\training_data\11625.png,76.25,1.0,csv,csv_000011625,23
car\data\drive_frames\1773148008450_90_35.png,90.0,35.0,drive_frames,drive_1773148008450,31
data\training_data\10088.png,102.5,1.0,csv,csv_000010088,20
data\training_data\3594.png,102.5,1.0,csv,csv_000003594,7
data\training_data\2227.png,106.875,1.0,csv,csv_000002227,4
car\data\drive_frames\1773148039238_120_35.png,120.0,35.0,drive_frames,drive_1773148039238,31
data\training_data\13415.png,89.375,1.0,csv,csv_000013415,26
data\training_data\6547.png,93.75,0.0,csv,csv_000006547,13
data\training_data\12631.png,120.0,0.0,csv,csv_000012631,25
data\training_data\5745.png,89.375,1.0,csv,csv_000005745,11
data\training_data\778.png,89.375,1.0,csv,csv_000000778,1
data\training_data\11311.png,85.0,0.0,csv,csv_000011311,22
data\training_data\5439.png,71.875,1.0,csv,csv_000005439,10
data\training_data\11550.png,85.0,0.0,csv,csv_000011550,23
data\training_data\6934.png,102.5,1.0,csv,csv_000006934,13
data\training_data\1373.png,85.0,1.0,csv,csv_000001373,2
data\training_data\2904.png,85.0,1.0,csv,csv_000002904,5
data\training_data\968.png,89.375,1.0,csv,csv_000000968,1
data\training_data\2663.png,85.0,1.0,csv,csv_000002663,5
data\training_data\11466.png,85.0,1.0,csv,csv_000011466,22
data\training_data\5402.png,102.5,1.0,csv,csv_000005402,10
data\training_data\5233.png,111.25,0.0,csv,csv_000005233,10
data\training_data\8345.png,85.0,1.0,csv,csv_000008345,16
data\training_data\4325.png,93.75,1.0,csv,csv_000004325,8
data\training_data\11597.png,89.375,1.0,csv,csv_000011597,23
car\data\drive_frames\1773147965021_90_35.png,90.0,35.0,drive_frames,drive_1773147965021,31
data\training_data\14258.png,89.375,1.0,csv,csv_000014258,28
data\training_data\12862.png,102.5,1.0,csv,csv_000012862,25
car\data\drive_frames\1772209994698_120_35.png,120.0,35.0,drive_frames,drive_1772209994698,28
data\training_data\6803.png,89.375,1.0,csv,csv_000006803,13
car\data\drive_frames\1773066187668_75_0.png,75.0,0.0,drive_frames,drive_1773066187668,29
data\training_data\8405.png,106.875,1.0,csv,csv_000008405,16
data\training_data\2547.png,85.0,0.0,csv,csv_000002547,5
data\training_data\10170.png,54.375,0.0,csv,csv_000010170,20
data\training_data\14397.png,80.625,1.0,csv,csv_000014397,28
data\training_data\3807.png,85.0,1.0,csv,csv_000003807,7
data\training_data\2725.png,63.125,1.0,csv,csv_000002725,5
data\training_data\5617.png,111.25,1.0,csv,csv_000005617,11
data\training_data\9882.png,85.0,1.0,csv,csv_000009882,19
data\training_data\7075.png,85.0,0.0,csv,csv_000007075,14
data\training_data\11035.png,89.375,0.0,csv,csv_000011035,22
data\training_data\7439.png,111.25,1.0,csv,csv_000007439,14
data\training_data\9700.png,93.75,1.0,csv,csv_000009700,19
data\training_data\2484.png,85.0,1.0,csv,csv_000002484,4
data\training_data\8616.png,111.25,1.0,csv,csv_000008616,17
data\training_data\2532.png,93.75,1.0,csv,csv_000002532,5
data\training_data\3903.png,63.125,1.0,csv,csv_000003903,7
data\training_data\7254.png,58.75,1.0,csv,csv_000007254,14
data\training_data\8564.png,71.875,1.0,csv,csv_000008564,17
data\training_data\8082.png,106.875,1.0,csv,csv_000008082,16
data\training_data\5987.png,89.375,1.0,csv,csv_000005987,11
data\training_data\7425.png,85.0,1.0,csv,csv_000007425,14
data\training_data\5215.png,80.625,1.0,csv,csv_000005215,10
data\training_data\5822.png,80.625,1.0,csv,csv_000005822,11
data\training_data\1234.png,63.125,0.0,csv,csv_000001234,2
data\training_data\7243.png,93.75,1.0,csv,csv_000007243,14
data\training_data\8262.png,93.75,1.0,csv,csv_000008262,16
data\training_data\3942.png,85.0,0.0,csv,csv_000003942,7
data\training_data\8685.png,106.875,1.0,csv,csv_000008685,17
car\data\drive_frames\1773147750597_90_35.png,90.0,35.0,drive_frames,drive_1773147750597,31
data\training_data\5906.png,111.25,1.0,csv,csv_000005906,11
data\training_data\3926.png,76.25,1.0,csv,csv_000003926,7
car\data\drive_frames\1773065756528_95_35.png,95.0,35.0,drive_frames,drive_1773065756528,29
data\training_data\794.png,89.375,1.0,csv,csv_000000794,1
data\training_data\14362.png,98.125,1.0,csv,csv_000014362,28
data\training_data\9959.png,89.375,1.0,csv,csv_000009959,19
data\training_data\4171.png,93.75,1.0,csv,csv_000004171,8
data\training_data\6745.png,80.625,1.0,csv,csv_000006745,13
data\training_data\12001.png,85.0,1.0,csv,csv_000012001,23
data\training_data\11708.png,63.125,1.0,csv,csv_000011708,23
data\training_data\11883.png,102.5,1.0,csv,csv_000011883,23
data\training_data\2861.png,80.625,1.0,csv,csv_000002861,5
data\training_data\2479.png,115.625,1.0,csv,csv_000002479,4
data\training_data\5629.png,80.625,1.0,csv,csv_000005629,11
data\training_data\5136.png,85.0,0.0,csv,csv_000005136,10
data\training_data\2987.png,85.0,1.0,csv,csv_000002987,5
data\training_data\4057.png,85.0,0.0,csv,csv_000004057,8
data\training_data\7250.png,89.375,1.0,csv,csv_000007250,14
data\training_data\11342.png,85.0,1.0,csv,csv_000011342,22
data\training_data\7345.png,85.0,0.0,csv,csv_000007345,14
data\training_data\590.png,85.0,0.0,csv,csv_000000590,1
data\training_data\5343.png,102.5,1.0,csv,csv_000005343,10
data\training_data\6829.png,102.5,1.0,csv,csv_000006829,13
data\training_data\3660.png,80.625,1.0,csv,csv_000003660,7
data\training_data\6917.png,71.875,0.0,csv,csv_000006917,13
data\training_data\525.png,102.5,1.0,csv,csv_000000525,1
data\training_data\1091.png,98.125,1.0,csv,csv_000001091,2
data\training_data\5645.png,93.75,1.0,csv,csv_000005645,11
data\training_data\5539.png,85.0,1.0,csv,csv_000005539,11
car\data\drive_frames\1772210025706_110_35.png,110.0,35.0,drive_frames,drive_1772210025706,29
car\data\drive_frames\1773066018029_80_0.png,80.0,0.0,drive_frames,drive_1773066018029,29
data\training_data\6847.png,102.5,1.0,csv,csv_000006847,13
car\data\drive_frames\1773147761969_90_35.png,90.0,35.0,drive_frames,drive_1773147761969,31
data\training_data\8412.png,85.0,1.0,csv,csv_000008412,16
data\training_data\1390.png,102.5,1.0,csv,csv_000001390,2
data\training_data\13216.png,80.625,1.0,csv,csv_000013216,26
data\training_data\12955.png,85.0,0.0,csv,csv_000012955,25
data\training_data\2889.png,85.0,1.0,csv,csv_000002889,5
data\training_data\1216.png,89.375,0.0,csv,csv_000001216,2
data\training_data\4352.png,106.875,1.0,csv,csv_000004352,8
data\training_data\10226.png,58.75,0.0,csv,csv_000010226,20
data\training_data\5842.png,111.25,1.0,csv,csv_000005842,11
car\data\drive_frames\1772210040181_120_35.png,120.0,35.0,drive_frames,drive_1772210040181,29
data\training_data\3654.png,85.0,1.0,csv,csv_000003654,7
data\training_data\9931.png,115.625,0.0,csv,csv_000009931,19
data\training_data\5582.png,102.5,0.0,csv,csv_000005582,11
data\training_data\2388.png,85.0,1.0,csv,csv_000002388,4
data\training_data\5383.png,89.375,1.0,csv,csv_000005383,10
data\training_data\9820.png,58.75,1.0,csv,csv_000009820,19
data\training_data\5615.png,67.5,1.0,csv,csv_000005615,11
data\training_data\11059.png,106.875,1.0,csv,csv_000011059,22
data\training_data\3989.png,102.5,0.0,csv,csv_000003989,7
data\training_data\9554.png,80.625,1.0,csv,csv_000009554,19
data\training_data\10110.png,85.0,1.0,csv,csv_000010110,20
data\training_data\5251.png,63.125,1.0,csv,csv_000005251,10
data\training_data\545.png,54.375,1.0,csv,csv_000000545,1
data\training_data\972.png,93.75,1.0,csv,csv_000000972,1
data\training_data\8985.png,106.875,1.0,csv,csv_000008985,17
data\training_data\2696.png,106.875,1.0,csv,csv_000002696,5
data\training_data\7497.png,102.5,1.0,csv,csv_000007497,14
data\training_data\9827.png,93.75,1.0,csv,csv_000009827,19
data\training_data\1186.png,102.5,1.0,csv,csv_000001186,2
data\training_data\891.png,54.375,1.0,csv,csv_000000891,1
data\training_data\11097.png,85.0,1.0,csv,csv_000011097,22
data\training_data\13062.png,80.625,1.0,csv,csv_000013062,26
data\training_data\4312.png,85.0,0.0,csv,csv_000004312,8
data\training_data\3727.png,98.125,1.0,csv,csv_000003727,7
data\training_data\3584.png,102.5,1.0,csv,csv_000003584,7
data\training_data\4502.png,98.125,1.0,csv,csv_000004502,8
data\training_data\8314.png,71.875,1.0,csv,csv_000008314,16
data\training_data\6757.png,98.125,1.0,csv,csv_000006757,13
data\training_data\13365.png,85.0,1.0,csv,csv_000013365,26
data\training_data\8446.png,85.0,0.0,csv,csv_000008446,16
data\training_data\10104.png,93.75,1.0,csv,csv_000010104,20
data\training_data\5159.png,85.0,1.0,csv,csv_000005159,10
data\training_data\9007.png,106.875,1.0,csv,csv_000009007,17
car\data\drive_frames\1772210018468_125_35.png,120.0,35.0,drive_frames,drive_1772210018468,29
car\data\drive_frames\1772210082610_120_35.png,120.0,35.0,drive_frames,drive_1772210082610,29
data\training_data\2683.png,106.875,1.0,csv,csv_000002683,5
data\training_data\11857.png,85.0,0.0,csv,csv_000011857,23
data\training_data\12857.png,98.125,1.0,csv,csv_000012857,25
car\data\drive_frames\1773065811327_65_35.png,65.0,35.0,drive_frames,drive_1773065811327,29
data\training_data\5554.png,67.5,1.0,csv,csv_000005554,11
data\training_data\8378.png,89.375,1.0,csv,csv_000008378,16
data\training_data\7212.png,85.0,0.0,csv,csv_000007212,14
data\training_data\1049.png,89.375,0.0,csv,csv_000001049,2
data\training_data\7039.png,111.25,1.0,csv,csv_000007039,14
data\training_data\3722.png,98.125,1.0,csv,csv_000003722,7
data\training_data\12845.png,102.5,0.0,csv,csv_000012845,25
data\training_data\10313.png,98.125,1.0,csv,csv_000010313,20
data\training_data\11459.png,111.25,1.0,csv,csv_000011459,22
data\training_data\5573.png,58.75,1.0,csv,csv_000005573,11
data\training_data\7211.png,98.125,1.0,csv,csv_000007211,14
data\training_data\12558.png,93.75,1.0,csv,csv_000012558,25
data\training_data\13162.png,58.75,1.0,csv,csv_000013162,26
data\training_data\9987.png,67.5,1.0,csv,csv_000009987,19
data\training_data\4391.png,63.125,1.0,csv,csv_000004391,8
data\training_data\14146.png,85.0,1.0,csv,csv_000014146,28
data\training_data\5081.png,85.0,1.0,csv,csv_000005081,10
data\training_data\6562.png,89.375,1.0,csv,csv_000006562,13
data\training_data\8851.png,89.375,1.0,csv,csv_000008851,17
data\training_data\7397.png,54.375,0.0,csv,csv_000007397,14
data\training_data\917.png,76.25,0.0,csv,csv_000000917,1
data\training_data\5109.png,67.5,1.0,csv,csv_000005109,10
data\training_data\7062.png,102.5,1.0,csv,csv_000007062,14
car\data\drive_frames\1773066162853_60_35.png,60.0,35.0,drive_frames,drive_1773066162853,29
data\training_data\14087.png,63.125,1.0,csv,csv_000014087,28
data\training_data\6586.png,85.0,1.0,csv,csv_000006586,13
data\training_data\6889.png,102.5,0.0,csv,csv_000006889,13
data\training_data\6909.png,58.75,1.0,csv,csv_000006909,13
data\training_data\10074.png,80.625,1.0,csv,csv_000010074,20
data\training_data\1347.png,98.125,1.0,csv,csv_000001347,2
data\training_data\10332.png,85.0,1.0,csv,csv_000010332,20
data\training_data\5529.png,102.5,1.0,csv,csv_000005529,11
car\data\drive_frames\1772210038112_120_35.png,120.0,35.0,drive_frames,drive_1772210038112,29
data\training_data\8449.png,102.5,1.0,csv,csv_000008449,16
data\training_data\8081.png,85.0,1.0,csv,csv_000008081,16
data\training_data\8421.png,85.0,0.0,csv,csv_000008421,16
data\training_data\5588.png,98.125,1.0,csv,csv_000005588,11
data\training_data\2175.png,89.375,1.0,csv,csv_000002175,4
data\training_data\2195.png,98.125,1.0,csv,csv_000002195,4
data\training_data\8439.png,102.5,1.0,csv,csv_000008439,16
car\data\drive_frames\1773148034066_90_35.png,90.0,35.0,drive_frames,drive_1773148034066,31
data\training_data\5625.png,98.125,1.0,csv,csv_000005625,11
data\training_data\2684.png,89.375,1.0,csv,csv_000002684,5
data\training_data\6840.png,85.0,1.0,csv,csv_000006840,13
data\training_data\12799.png,89.375,1.0,csv,csv_000012799,25
data\training_data\2025.png,93.75,0.0,csv,csv_000002025,4
data\training_data\4408.png,63.125,1.0,csv,csv_000004408,8
data\training_data\835.png,80.625,1.0,csv,csv_000000835,1
data\training_data\9582.png,98.125,1.0,csv,csv_000009582,19
data\training_data\974.png,93.75,1.0,csv,csv_000000974,1
data\training_data\2418.png,58.75,1.0,csv,csv_000002418,4
data\training_data\5173.png,80.625,1.0,csv,csv_000005173,10
data\training_data\5553.png,106.875,1.0,csv,csv_000005553,11
car\data\drive_frames\1773145040168_90_0.png,90.0,0.0,drive_frames,drive_1773145040168,29
data\training_data\938.png,85.0,0.0,csv,csv_000000938,1
data\training_data\2636.png,93.75,1.0,csv,csv_000002636,5
data\training_data\4180.png,58.75,1.0,csv,csv_000004180,8
data\training_data\10406.png,85.0,0.0,csv,csv_000010406,20
data\training_data\6993.png,89.375,1.0,csv,csv_000006993,13
car\data\drive_frames\1773065988033_90_0.png,90.0,0.0,drive_frames,drive_1773065988033,29
data\training_data\11113.png,98.125,1.0,csv,csv_000011113,22
data\training_data\9653.png,106.875,1.0,csv,csv_000009653,19
data\training_data\3753.png,102.5,1.0,csv,csv_000003753,7
data\training_data\5570.png,54.375,1.0,csv,csv_000005570,11
data\training_data\7220.png,106.875,1.0,csv,csv_000007220,14
data\training_data\2029.png,98.125,1.0,csv,csv_000002029,4
car\data\drive_frames\1773065781343_60_35.png,60.0,35.0,drive_frames,drive_1773065781343,29
data\training_data\8536.png,89.375,1.0,csv,csv_000008536,17
data\training_data\6685.png,85.0,1.0,csv,csv_000006685,13
data\training_data\631.png,85.0,0.0,csv,csv_000000631,1
data\training_data\12680.png,85.0,1.0,csv,csv_000012680,25
data\training_data\5305.png,80.625,1.0,csv,csv_000005305,10
data\training_data\4480.png,106.875,1.0,csv,csv_000004480,8
data\training_data\2603.png,85.0,1.0,csv,csv_000002603,5
data\training_data\11486.png,85.0,1.0,csv,csv_000011486,22
data\training_data\2180.png,85.0,0.0,csv,csv_000002180,4
data\training_data\1298.png,106.875,1.0,csv,csv_000001298,2
data\training_data\10075.png,54.375,1.0,csv,csv_000010075,20
car\data\drive_frames\1773065790648_55_35.png,55.0,35.0,drive_frames,drive_1773065790648,29
data\training_data\8981.png,93.75,1.0,csv,csv_000008981,17
car\data\drive_frames\1773148042335_85_35.png,85.0,35.0,drive_frames,drive_1773148042335,31
data\training_data\3551.png,85.0,0.0,csv,csv_000003551,7
data\training_data\10496.png,106.875,1.0,csv,csv_000010496,20
car\data\drive_frames\1773065806159_85_35.png,85.0,35.0,drive_frames,drive_1773065806159,29
car\data\drive_frames\1773066026302_50_35.png,50.0,35.0,drive_frames,drive_1773066026302,29
data\training_data\903.png,85.0,0.0,csv,csv_000000903,1
car\data\drive_frames\1773066085302_50_35.png,50.0,35.0,drive_frames,drive_1773066085302,29
data\training_data\9806.png,85.0,1.0,csv,csv_000009806,19
car\data\drive_frames\1772210001921_95_35.png,95.0,35.0,drive_frames,drive_1772210001921,28
data\training_data\6743.png,106.875,1.0,csv,csv_000006743,13
data\training_data\13187.png,80.625,1.0,csv,csv_000013187,26
data\training_data\11639.png,89.375,1.0,csv,csv_000011639,23
data\training_data\880.png,71.875,1.0,csv,csv_000000880,1
data\training_data\3911.png,106.875,1.0,csv,csv_000003911,7
data\training_data\3546.png,106.875,1.0,csv,csv_000003546,7
data\training_data\13516.png,85.0,1.0,csv,csv_000013516,26
data\training_data\4207.png,106.875,1.0,csv,csv_000004207,8
data\training_data\10227.png,85.0,0.0,csv,csv_000010227,20
data\training_data\2113.png,54.375,0.0,csv,csv_000002113,4
data\training_data\7327.png,106.875,1.0,csv,csv_000007327,14
data\training_data\12768.png,93.75,1.0,csv,csv_000012768,25
data\training_data\5391.png,80.625,1.0,csv,csv_000005391,10
data\training_data\3947.png,80.625,1.0,csv,csv_000003947,7
data\training_data\1012.png,93.75,0.0,csv,csv_000001012,2
data\training_data\9629.png,85.0,1.0,csv,csv_000009629,19
car\data\drive_frames\1773147794056_105_35.png,105.0,35.0,drive_frames,drive_1773147794056,31
data\training_data\5455.png,106.875,1.0,csv,csv_000005455,10
data\training_data\4382.png,106.875,1.0,csv,csv_000004382,8
data\training_data\2824.png,85.0,1.0,csv,csv_000002824,5
data\training_data\4176.png,80.625,0.0,csv,csv_000004176,8
data\training_data\9011.png,98.125,1.0,csv,csv_000009011,17
car\data\drive_frames\1773065748923_80_35.png,80.0,35.0,drive_frames,drive_1773065748923,29
data\training_data\8061.png,89.375,1.0,csv,csv_000008061,16
data\training_data\3600.png,111.25,1.0,csv,csv_000003600,7
data\training_data\12983.png,89.375,1.0,csv,csv_000012983,25
data\training_data\699.png,89.375,0.0,csv,csv_000000699,1
data\training_data\3734.png,85.0,1.0,csv,csv_000003734,7
data\training_data\8829.png,85.0,1.0,csv,csv_000008829,17
car\data\drive_frames\1772210083646_120_35.png,120.0,35.0,drive_frames,drive_1772210083646,29
data\training_data\10521.png,111.25,1.0,csv,csv_000010521,20
data\training_data\11612.png,85.0,0.0,csv,csv_000011612,23
data\training_data\5317.png,67.5,1.0,csv,csv_000005317,10
data\training_data\6014.png,106.875,1.0,csv,csv_000006014,11
data\training_data\5395.png,106.875,1.0,csv,csv_000005395,10
data\training_data\3739.png,106.875,1.0,csv,csv_000003739,7
data\training_data\11714.png,85.0,1.0,csv,csv_000011714,23
data\training_data\1068.png,93.75,0.0,csv,csv_000001068,2
data\training_data\821.png,93.75,1.0,csv,csv_000000821,1
data\training_data\629.png,85.0,1.0,csv,csv_000000629,1
data\training_data\921.png,89.375,0.0,csv,csv_000000921,1
data\training_data\13507.png,93.75,1.0,csv,csv_000013507,26
car\data\drive_frames\1773147793020_125_35.png,120.0,35.0,drive_frames,drive_1773147793020,31
data\training_data\2845.png,102.5,1.0,csv,csv_000002845,5
data\training_data\9539.png,102.5,1.0,csv,csv_000009539,19
data\training_data\7153.png,89.375,1.0,csv,csv_000007153,14
data\training_data\8962.png,102.5,1.0,csv,csv_000008962,17
data\training_data\14148.png,63.125,1.0,csv,csv_000014148,28
data\training_data\13172.png,71.875,1.0,csv,csv_000013172,26
data\training_data\9951.png,85.0,1.0,csv,csv_000009951,19
data\training_data\2432.png,93.75,1.0,csv,csv_000002432,4
data\training_data\7418.png,76.25,1.0,csv,csv_000007418,14
data\training_data\5425.png,58.75,1.0,csv,csv_000005425,10
data\training_data\3642.png,89.375,1.0,csv,csv_000003642,7
data\training_data\10478.png,89.375,1.0,csv,csv_000010478,20
data\training_data\5741.png,98.125,1.0,csv,csv_000005741,11
data\training_data\12852.png,58.75,1.0,csv,csv_000012852,25
data\training_data\8942.png,111.25,1.0,csv,csv_000008942,17
data\training_data\3985.png,102.5,1.0,csv,csv_000003985,7
data\training_data\1323.png,102.5,1.0,csv,csv_000001323,2
car\data\drive_frames\1773066160790_75_35.png,75.0,35.0,drive_frames,drive_1773066160790,29
data\training_data\8374.png,58.75,1.0,csv,csv_000008374,16
data\training_data\8467.png,58.75,1.0,csv,csv_000008467,16
data\training_data\2634.png,80.625,1.0,csv,csv_000002634,5
data\training_data\12914.png,120.0,0.0,csv,csv_000012914,25
data\training_data\2883.png,58.75,1.0,csv,csv_000002883,5
data\training_data\7367.png,85.0,1.0,csv,csv_000007367,14
car\data\drive_frames\1773065676554_90_0.png,90.0,0.0,drive_frames,drive_1773065676554,29
data\training_data\3005.png,80.625,1.0,csv,csv_000003005,5
data\training_data\2822.png,102.5,1.0,csv,csv_000002822,5
data\training_data\1504.png,85.0,0.0,csv,csv_000001504,2
data\training_data\11067.png,58.75,1.0,csv,csv_000011067,22
data\training_data\2752.png,76.25,1.0,csv,csv_000002752,5
data\training_data\13139.png,85.0,1.0,csv,csv_000013139,26
data\training_data\11650.png,106.875,1.0,csv,csv_000011650,23
data\training_data\10400.png,85.0,0.0,csv,csv_000010400,20
data\training_data\6831.png,54.375,1.0,csv,csv_000006831,13
data\training_data\4073.png,89.375,1.0,csv,csv_000004073,8
data\training_data\11901.png,98.125,1.0,csv,csv_000011901,23
data\training_data\8867.png,102.5,1.0,csv,csv_000008867,17
data\training_data\10392.png,93.75,0.0,csv,csv_000010392,20
data\training_data\8916.png,85.0,0.0,csv,csv_000008916,17
data\training_data\3742.png,93.75,0.0,csv,csv_000003742,7
data\training_data\8342.png,63.125,1.0,csv,csv_000008342,16
data\training_data\2755.png,85.0,0.0,csv,csv_000002755,5
data\training_data\5262.png,89.375,0.0,csv,csv_000005262,10
data\training_data\4277.png,89.375,1.0,csv,csv_000004277,8
data\training_data\5412.png,85.0,1.0,csv,csv_000005412,10
data\training_data\7141.png,111.25,1.0,csv,csv_000007141,14
data\training_data\14199.png,111.25,0.0,csv,csv_000014199,28
data\training_data\7249.png,106.875,1.0,csv,csv_000007249,14
car\data\drive_frames\1773147842918_90_35.png,90.0,35.0,drive_frames,drive_1773147842918,31
data\training_data\8223.png,80.625,1.0,csv,csv_000008223,16
data\training_data\10086.png,85.0,1.0,csv,csv_000010086,20
data\training_data\7488.png,85.0,0.0,csv,csv_000007488,14
data\training_data\7335.png,98.125,1.0,csv,csv_000007335,14
data\training_data\9766.png,58.75,1.0,csv,csv_000009766,19
data\training_data\8589.png,106.875,1.0,csv,csv_000008589,17
data\training_data\5105.png,89.375,1.0,csv,csv_000005105,10
car\data\drive_frames\1772205753394_90_35.png,90.0,35.0,drive_frames,drive_1772205753394,28
data\training_data\5541.png,63.125,0.0,csv,csv_000005541,11
data\training_data\2704.png,98.125,1.0,csv,csv_000002704,5
data\training_data\2244.png,85.0,1.0,csv,csv_000002244,4
car\data\drive_frames\1773066179395_50_35.png,50.0,35.0,drive_frames,drive_1773066179395,29
data\training_data\8596.png,93.75,1.0,csv,csv_000008596,17
data\training_data\531.png,76.25,1.0,csv,csv_000000531,1
data\training_data\11740.png,106.875,1.0,csv,csv_000011740,23
data\training_data\2299.png,58.75,1.0,csv,csv_000002299,4
data\training_data\13515.png,71.875,1.0,csv,csv_000013515,26
data\training_data\9958.png,102.5,1.0,csv,csv_000009958,19
data\training_data\2350.png,58.75,0.0,csv,csv_000002350,4
data\training_data\9795.png,89.375,1.0,csv,csv_000009795,19
data\training_data\7152.png,93.75,1.0,csv,csv_000007152,14
data\training_data\8584.png,85.0,1.0,csv,csv_000008584,17
data\training_data\11422.png,54.375,0.0,csv,csv_000011422,22
data\training_data\1451.png,89.375,1.0,csv,csv_000001451,2
data\training_data\5370.png,93.75,1.0,csv,csv_000005370,10
data\training_data\14238.png,85.0,1.0,csv,csv_000014238,28
data\training_data\5547.png,63.125,1.0,csv,csv_000005547,11
data\training_data\8190.png,58.75,0.0,csv,csv_000008190,16
data\training_data\11477.png,98.125,1.0,csv,csv_000011477,22
data\training_data\5899.png,89.375,1.0,csv,csv_000005899,11
data\training_data\1370.png,67.5,0.0,csv,csv_000001370,2
data\training_data\2259.png,106.875,0.0,csv,csv_000002259,4
data\training_data\12639.png,89.375,1.0,csv,csv_000012639,25
data\training_data\511.png,80.625,1.0,csv,csv_000000511,1
data\training_data\870.png,98.125,1.0,csv,csv_000000870,1
data\training_data\4491.png,85.0,0.0,csv,csv_000004491,8
data\training_data\1207.png,102.5,1.0,csv,csv_000001207,2
car\data\drive_frames\1773148074423_105_35.png,105.0,35.0,drive_frames,drive_1773148074423,31
data\training_data\10122.png,76.25,1.0,csv,csv_000010122,20
data\training_data\5860.png,85.0,1.0,csv,csv_000005860,11
data\training_data\2170.png,85.0,1.0,csv,csv_000002170,4
data\training_data\7509.png,85.0,1.0,csv,csv_000007509,14
data\training_data\10454.png,54.375,0.0,csv,csv_000010454,20
data\training_data\5435.png,89.375,1.0,csv,csv_000005435,10
